date, PM2.5, p10,Month,Year,,,,,,,,,,,,,,,,
5/5/2018,96, ,5,2018,,,,,,,,,,,,,,,,
5/6/2018,113, ,5,2018,,,,,,,,,,,,,,,,
5/7/2018,127, ,5,2018,,,,,,,,,,,,,,,,
5/8/2018,125, ,5,2018,,,,,,,,,,,,,,,,
5/9/2018,91, ,5,2018,,,,,,,,,,,,,,,,
5/10/2018,111, ,5,2018,,,,,,,,,,,,,,,,
5/11/2018,121, ,5,2018,,,,,,,,,,,,,,,,
5/12/2018,130, ,5,2018,,,,,,,,,,,,,,,,
5/13/2018,122, ,5,2018,,,,,,,,,,,,,,,,
5/14/2018,77, ,5,2018,,,,,,,,,,,,,,,,
5/15/2018,93, ,5,2018,,,,,,,,,,,,,,,,
5/16/2018,102, ,5,2018,,,,,,,,,,,,,,,,
5/17/2018,78, ,5,2018,,,,,,,,,,,,,,,,
5/18/2018,112, ,5,2018,,,,,,,,,,,,,,,,
5/19/2018,115, ,5,2018,,,,,,,,,,,,,,,,
5/20/2018,109, ,5,2018,,,,,,,,,,,,,,,,
5/21/2018,119, ,5,2018,,,,,,,,,,,,,,,,
5/22/2018,110, ,5,2018,,,,,,,,,,,,,,,,
5/23/2018,93, ,5,2018,,,,,,,,,,,,,,,,
5/24/2018,76, ,5,2018,,,,,,,,,,,,,,,,
5/25/2018,109, ,5,2018,,,,,,,,,,,,,,,,
5/26/2018,140, ,5,2018,,,,,,,,,,,,,,,,
5/27/2018,147, ,5,2018,,,,,,,,,,,,,,,,
5/28/2018,111, ,5,2018,,,,,,,,,,,,,,,,
5/29/2018,117, ,5,2018,,,,,,,,,,,,,,,,
5/30/2018,101, ,5,2018,,,,,,,,,,,,,,,,
5/31/2018,120, ,5,2018,,,,,,,,,,,,,,,,
6/1/2018,107, ,6,2018,,,,,,,,,,,,,,,,
6/2/2018,81, ,6,2018,,,,,,,,,,,,,,,,
6/3/2018,103, ,6,2018,,,,,,,,,,,,,,,,
6/4/2018,101, ,6,2018,,,,,,,,,,,,,,,,
6/5/2018,64, ,6,2018,,,,,,,,,,,,,,,,
6/6/2018,62, ,6,2018,,,,,,,,,,,,,,,,
6/7/2018,59, ,6,2018,,,,,,,,,,,,,,,,
6/8/2018,71, ,6,2018,,,,,,,,,,,,,,,,
6/9/2018,77, ,6,2018,,,,,,,,,,,,,,,,
6/10/2018,49, ,6,2018,,,,,,,,,,,,,,,,
6/11/2018,57, ,6,2018,,,,,,,,,,,,,,,,
6/12/2018,72, ,6,2018,,,,,,,,,,,,,,,,
6/13/2018,97, ,6,2018,,,,,,,,,,,,,,,,
6/14/2018,89, ,6,2018,,,,,,,,,,,,,,,,
6/15/2018,138, ,6,2018,,,,,,,,,,,,,,,,
6/16/2018,109, ,6,2018,,,,,,,,,,,,,,,,
6/18/2018,142, ,6,2018,,,,,,,,,,,,,,,,
6/19/2018,127, ,6,2018,,,,,,,,,,,,,,,,
6/20/2018,119, ,6,2018,,,,,,,,,,,,,,,,
6/21/2018,101, ,6,2018,,,,,,,,,,,,,,,,
6/22/2018,114, ,6,2018,,,,,,,,,,,,,,,,
6/23/2018,112, ,6,2018,,,,,,,,,,,,,,,,
6/24/2018,103, ,6,2018,,,,,,,,,,,,,,,,
6/25/2018,91, ,6,2018,,,,,,,,,,,,,,,,
6/26/2018,77, ,6,2018,,,,,,,,,,,,,,,,
6/27/2018,63, ,6,2018,,,,,,,,,,,,,,,,
6/28/2018,44, ,6,2018,,,,,,,,,,,,,,,,
6/29/2018,54, ,6,2018,,,,,,,,,,,,,,,,
6/30/2018,35, ,6,2018,,,,,,,,,,,,,,,,
1/1/2018,146, ,1,2018,,,,,,,,,,,,,,,,
1/2/2018,135, ,1,2018,,,,,,,,,,,,,,,,
1/3/2018,141, ,1,2018,,,,,,,,,,,,,,,,
1/4/2018,142, ,1,2018,,,,,,,,,,,,,,,,
1/5/2018,140, ,1,2018,,,,,,,,,,,,,,,,
1/6/2018,150, ,1,2018,,,,,,,,,,,,,,,,
1/7/2018,152, ,1,2018,,,,,,,,,,,,,,,,
1/8/2018,155, ,1,2018,,,,,,,,,,,,,,,,
1/9/2018,169, ,1,2018,,,,,,,,,,,,,,,,
1/10/2018,187, ,1,2018,,,,,,,,,,,,,,,,
1/11/2018,176, ,1,2018,,,,,,,,,,,,,,,,
1/12/2018,185, ,1,2018,,,,,,,,,,,,,,,,
1/13/2018,175, ,1,2018,,,,,,,,,,,,,,,,
1/14/2018,163, ,1,2018,,,,,,,,,,,,,,,,
1/15/2018,160, ,1,2018,,,,,,,,,,,,,,,,
1/16/2018,146, ,1,2018,,,,,,,,,,,,,,,,
1/17/2018,158, ,1,2018,,,,,,,,,,,,,,,,
1/18/2018,158, ,1,2018,,,,,,,,,,,,,,,,
1/19/2018,169, ,1,2018,,,,,,,,,,,,,,,,
1/20/2018,166, ,1,2018,,,,,,,,,,,,,,,,
1/21/2018,157, ,1,2018,,,,,,,,,,,,,,,,
1/22/2018,167, ,1,2018,,,,,,,,,,,,,,,,
1/23/2018,166, ,1,2018,,,,,,,,,,,,,,,,
1/24/2018,148, ,1,2018,,,,,,,,,,,,,,,,
1/25/2018,150, ,1,2018,,,,,,,,,,,,,,,,
1/26/2018,163, ,1,2018,,,,,,,,,,,,,,,,
1/27/2018,156, ,1,2018,,,,,,,,,,,,,,,,
1/28/2018,169, ,1,2018,,,,,,,,,,,,,,,,
1/29/2018,177, ,1,2018,,,,,,,,,,,,,,,,
1/30/2018,181, ,1,2018,,,,,,,,,,,,,,,,
1/31/2018,182, ,1,2018,,,,,,,,,,,,,,,,
2/1/2018,185, ,2,2018,,,,,,,,,,,,,,,,
2/2/2018,185, ,2,2018,,,,,,,,,,,,,,,,
2/3/2018,181, ,2,2018,,,,,,,,,,,,,,,,
2/4/2018,162, ,2,2018,,,,,,,,,,,,,,,,
2/5/2018,162, ,2,2018,,,,,,,,,,,,,,,,
2/6/2018,165, ,2,2018,,,,,,,,,,,,,,,,
2/7/2018,169, ,2,2018,,,,,,,,,,,,,,,,
2/8/2018,141, ,2,2018,,,,,,,,,,,,,,,,
2/9/2018,145, ,2,2018,,,,,,,,,,,,,,,,
2/10/2018,133, ,2,2018,,,,,,,,,,,,,,,,
2/11/2018,150, ,2,2018,,,,,,,,,,,,,,,,
2/12/2018,202, ,2,2018,,,,,,,,,,,,,,,,
2/13/2018,177, ,2,2018,,,,,,,,,,,,,,,,
2/14/2018,171, ,2,2018,,,,,,,,,,,,,,,,
2/15/2018,142, ,2,2018,,,,,,,,,,,,,,,,
2/16/2018,161, ,2,2018,,,,,,,,,,,,,,,,
2/17/2018,167, ,2,2018,,,,,,,,,,,,,,,,
2/18/2018,168, ,2,2018,,,,,,,,,,,,,,,,
2/19/2018,172, ,2,2018,,,,,,,,,,,,,,,,
2/20/2018,171, ,2,2018,,,,,,,,,,,,,,,,
2/27/2018,112, ,2,2018,,,,,,,,,,,,,,,,
2/28/2018,161, ,2,2018,,,,,,,,,,,,,,,,
3/1/2018,167, ,3,2018,,,,,,,,,,,,,,,,
3/2/2018,152, ,3,2018,,,,,,,,,,,,,,,,
3/3/2018,115, ,3,2018,,,,,,,,,,,,,,,,
3/4/2018,148, ,3,2018,,,,,,,,,,,,,,,,
3/5/2018,128, ,3,2018,,,,,,,,,,,,,,,,
3/6/2018,122, ,3,2018,,,,,,,,,,,,,,,,
3/7/2018,148, ,3,2018,,,,,,,,,,,,,,,,
3/8/2018,168, ,3,2018,,,,,,,,,,,,,,,,
3/9/2018,158, ,3,2018,,,,,,,,,,,,,,,,
3/10/2018,159, ,3,2018,,,,,,,,,,,,,,,,
3/11/2018,177, ,3,2018,,,,,,,,,,,,,,,,
3/12/2018,161, ,3,2018,,,,,,,,,,,,,,,,
3/13/2018,159, ,3,2018,,,,,,,,,,,,,,,,
3/14/2018,167, ,3,2018,,,,,,,,,,,,,,,,
3/15/2018,166, ,3,2018,,,,,,,,,,,,,,,,
3/16/2018,94, ,3,2018,,,,,,,,,,,,,,,,
3/17/2018,136, ,3,2018,,,,,,,,,,,,,,,,
3/18/2018,170, ,3,2018,,,,,,,,,,,,,,,,
3/19/2018,188, ,3,2018,,,,,,,,,,,,,,,,
3/20/2018,190, ,3,2018,,,,,,,,,,,,,,,,
3/21/2018,192, ,3,2018,,,,,,,,,,,,,,,,
3/22/2018,184, ,3,2018,,,,,,,,,,,,,,,,
3/23/2018,169, ,3,2018,,,,,,,,,,,,,,,,
3/24/2018,178, ,3,2018,,,,,,,,,,,,,,,,
3/25/2018,195, ,3,2018,,,,,,,,,,,,,,,,
3/26/2018,205, ,3,2018,,,,,,,,,,,,,,,,
3/27/2018,178, ,3,2018,,,,,,,,,,,,,,,,
3/28/2018,196, ,3,2018,,,,,,,,,,,,,,,,
3/29/2018,143, ,3,2018,,,,,,,,,,,,,,,,
3/30/2018,118, ,3,2018,,,,,,,,,,,,,,,,
3/31/2018,109, ,3,2018,,,,,,,,,,,,,,,,
10/1/2017,46, ,10,2017,,,,,,,,,,,,,,,,
10/2/2017,48, ,10,2017,,,,,,,,,,,,,,,,
10/3/2017,60, ,10,2017,,,,,,,,,,,,,,,,
10/4/2017,51, ,10,2017,,,,,,,,,,,,,,,,
10/5/2017,59, ,10,2017,,,,,,,,,,,,,,,,
10/6/2017,52, ,10,2017,,,,,,,,,,,,,,,,
10/7/2017,62, ,10,2017,,,,,,,,,,,,,,,,
10/8/2017,65, ,10,2017,,,,,,,,,,,,,,,,
10/9/2017,76, ,10,2017,,,,,,,,,,,,,,,,
10/10/2017,76, ,10,2017,,,,,,,,,,,,,,,,
10/11/2017,77, ,10,2017,,,,,,,,,,,,,,,,
10/12/2017,72, ,10,2017,,,,,,,,,,,,,,,,
10/13/2017,69, ,10,2017,,,,,,,,,,,,,,,,
10/14/2017,89, ,10,2017,,,,,,,,,,,,,,,,
10/15/2017,147, ,10,2017,,,,,,,,,,,,,,,,
10/16/2017,148, ,10,2017,,,,,,,,,,,,,,,,
10/17/2017,134, ,10,2017,,,,,,,,,,,,,,,,
10/18/2017,114, ,10,2017,,,,,,,,,,,,,,,,
10/19/2017,105, ,10,2017,,,,,,,,,,,,,,,,
10/20/2017,93, ,10,2017,,,,,,,,,,,,,,,,
10/21/2017,66, ,10,2017,,,,,,,,,,,,,,,,
10/22/2017,78, ,10,2017,,,,,,,,,,,,,,,,
10/23/2017,124, ,10,2017,,,,,,,,,,,,,,,,
10/27/2017,137, ,10,2017,,,,,,,,,,,,,,,,
10/28/2017,123, ,10,2017,,,,,,,,,,,,,,,,
10/29/2017,80, ,10,2017,,,,,,,,,,,,,,,,
10/30/2017,73, ,10,2017,,,,,,,,,,,,,,,,
11/13/2017,156, ,11,2017,,,,,,,,,,,,,,,,
11/14/2017,131, ,11,2017,,,,,,,,,,,,,,,,
11/15/2017,134, ,11,2017,,,,,,,,,,,,,,,,
11/16/2017,165, ,11,2017,,,,,,,,,,,,,,,,
11/17/2017,129, ,11,2017,,,,,,,,,,,,,,,,
11/18/2017,114, ,11,2017,,,,,,,,,,,,,,,,
11/19/2017,102, ,11,2017,,,,,,,,,,,,,,,,
11/20/2017,139, ,11,2017,,,,,,,,,,,,,,,,
11/21/2017,122, ,11,2017,,,,,,,,,,,,,,,,
11/22/2017,117, ,11,2017,,,,,,,,,,,,,,,,
11/23/2017,121, ,11,2017,,,,,,,,,,,,,,,,
11/24/2017,123, ,11,2017,,,,,,,,,,,,,,,,
11/25/2017,139, ,11,2017,,,,,,,,,,,,,,,,
11/26/2017,137, ,11,2017,,,,,,,,,,,,,,,,
11/27/2017,130, ,11,2017,,,,,,,,,,,,,,,,
11/28/2017,144, ,11,2017,,,,,,,,,,,,,,,,
11/29/2017,160, ,11,2017,,,,,,,,,,,,,,,,
11/30/2017,172, ,11,2017,,,,,,,,,,,,,,,,
12/1/2017,164, ,12,2017,,,,,,,,,,,,,,,,
12/2/2017,154, ,12,2017,,,,,,,,,,,,,,,,
12/3/2017,147, ,12,2017,,,,,,,,,,,,,,,,
12/4/2017,142, ,12,2017,,,,,,,,,,,,,,,,
12/5/2017,132, ,12,2017,,,,,,,,,,,,,,,,
12/6/2017,132, ,12,2017,,,,,,,,,,,,,,,,
12/7/2017,125, ,12,2017,,,,,,,,,,,,,,,,
12/8/2017,132, ,12,2017,,,,,,,,,,,,,,,,
12/19/2017,154, ,12,2017,,,,,,,,,,,,,,,,
12/20/2017,160, ,12,2017,,,,,,,,,,,,,,,,
12/21/2017,155, ,12,2017,,,,,,,,,,,,,,,,
12/22/2017,145, ,12,2017,,,,,,,,,,,,,,,,
12/23/2017,145, ,12,2017,,,,,,,,,,,,,,,,
12/24/2017,154, ,12,2017,,,,,,,,,,,,,,,,
12/25/2017,157, ,12,2017,,,,,,,,,,,,,,,,
12/26/2017,156, ,12,2017,,,,,,,,,,,,,,,,
12/27/2017,167, ,12,2017,,,,,,,,,,,,,,,,
12/28/2017,160, ,12,2017,,,,,,,,,,,,,,,,
12/29/2017,163, ,12,2017,,,,,,,,,,,,,,,,
12/30/2017,170, ,12,2017,,,,,,,,,,,,,,,,
7/1/2017,57, ,7,2017,,,,,,,,,,,,,,,,
7/2/2017,58, ,7,2017,,,,,,,,,,,,,,,,
7/3/2017,60, ,7,2017,,,,,,,,,,,,,,,,
7/4/2017,38, ,7,2017,,,,,,,,,,,,,,,,
7/5/2017,50, ,7,2017,,,,,,,,,,,,,,,,
7/6/2017,63, ,7,2017,,,,,,,,,,,,,,,,
7/7/2017,59, ,7,2017,,,,,,,,,,,,,,,,
7/8/2017,61, ,7,2017,,,,,,,,,,,,,,,,
7/9/2017,60, ,7,2017,,,,,,,,,,,,,,,,
7/10/2017,63, ,7,2017,,,,,,,,,,,,,,,,
7/11/2017,54, ,7,2017,,,,,,,,,,,,,,,,
7/12/2017,53, ,7,2017,,,,,,,,,,,,,,,,
7/13/2017,61, ,7,2017,,,,,,,,,,,,,,,,
7/14/2017,62, ,7,2017,,,,,,,,,,,,,,,,
7/15/2017,42, ,7,2017,,,,,,,,,,,,,,,,
7/16/2017,50, ,7,2017,,,,,,,,,,,,,,,,
7/17/2017,54, ,7,2017,,,,,,,,,,,,,,,,
7/18/2017,45, ,7,2017,,,,,,,,,,,,,,,,
7/19/2017,51, ,7,2017,,,,,,,,,,,,,,,,
7/20/2017,45, ,7,2017,,,,,,,,,,,,,,,,
7/21/2017,47, ,7,2017,,,,,,,,,,,,,,,,
7/22/2017,35, ,7,2017,,,,,,,,,,,,,,,,
7/23/2017,36, ,7,2017,,,,,,,,,,,,,,,,
7/24/2017,30, ,7,2017,,,,,,,,,,,,,,,,
7/25/2017,36, ,7,2017,,,,,,,,,,,,,,,,
7/26/2017,39, ,7,2017,,,,,,,,,,,,,,,,
7/27/2017,50, ,7,2017,,,,,,,,,,,,,,,,
7/28/2017,65, ,7,2017,,,,,,,,,,,,,,,,
7/29/2017,57, ,7,2017,,,,,,,,,,,,,,,,
7/30/2017,49, ,7,2017,,,,,,,,,,,,,,,,
7/31/2017,60, ,7,2017,,,,,,,,,,,,,,,,
8/1/2017,51, ,8,2017,,,,,,,,,,,,,,,,
8/2/2017,46, ,8,2017,,,,,,,,,,,,,,,,
8/3/2017,43, ,8,2017,,,,,,,,,,,,,,,,
8/4/2017,45, ,8,2017,,,,,,,,,,,,,,,,
8/5/2017,47, ,8,2017,,,,,,,,,,,,,,,,
8/6/2017,58, ,8,2017,,,,,,,,,,,,,,,,
8/7/2017,46, ,8,2017,,,,,,,,,,,,,,,,
8/8/2017,57, ,8,2017,,,,,,,,,,,,,,,,
8/9/2017,62, ,8,2017,,,,,,,,,,,,,,,,
8/10/2017,59, ,8,2017,,,,,,,,,,,,,,,,
8/11/2017,50, ,8,2017,,,,,,,,,,,,,,,,
8/12/2017,44, ,8,2017,,,,,,,,,,,,,,,,
8/13/2017,49, ,8,2017,,,,,,,,,,,,,,,,
8/14/2017,58, ,8,2017,,,,,,,,,,,,,,,,
8/15/2017,48, ,8,2017,,,,,,,,,,,,,,,,
8/16/2017,55, ,8,2017,,,,,,,,,,,,,,,,
8/17/2017,56, ,8,2017,,,,,,,,,,,,,,,,
8/18/2017,55, ,8,2017,,,,,,,,,,,,,,,,
8/19/2017,50, ,8,2017,,,,,,,,,,,,,,,,
8/20/2017,47, ,8,2017,,,,,,,,,,,,,,,,
8/21/2017,50, ,8,2017,,,,,,,,,,,,,,,,
8/22/2017,52, ,8,2017,,,,,,,,,,,,,,,,
8/23/2017,63, ,8,2017,,,,,,,,,,,,,,,,
8/24/2017,65, ,8,2017,,,,,,,,,,,,,,,,
8/25/2017,55, ,8,2017,,,,,,,,,,,,,,,,
8/26/2017,40, ,8,2017,,,,,,,,,,,,,,,,
8/27/2017,48, ,8,2017,,,,,,,,,,,,,,,,
8/28/2017,44, ,8,2017,,,,,,,,,,,,,,,,
8/29/2017,56, ,8,2017,,,,,,,,,,,,,,,,
8/30/2017,51, ,8,2017,,,,,,,,,,,,,,,,
8/31/2017,47, ,8,2017,,,,,,,,,,,,,,,,
9/1/2017,55, ,9,2017,,,,,,,,,,,,,,,,
9/2/2017,44, ,9,2017,,,,,,,,,,,,,,,,
9/3/2017,49, ,9,2017,,,,,,,,,,,,,,,,
9/4/2017,57, ,9,2017,,,,,,,,,,,,,,,,
9/5/2017,77, ,9,2017,,,,,,,,,,,,,,,,
9/6/2017,73, ,9,2017,,,,,,,,,,,,,,,,
9/11/2017,72, ,9,2017,,,,,,,,,,,,,,,,
9/12/2017,67, ,9,2017,,,,,,,,,,,,,,,,
9/13/2017,63, ,9,2017,,,,,,,,,,,,,,,,
9/14/2017,81, ,9,2017,,,,,,,,,,,,,,,,
9/15/2017,95, ,9,2017,,,,,,,,,,,,,,,,
9/16/2017,105, ,9,2017,,,,,,,,,,,,,,,,
9/17/2017,90, ,9,2017,,,,,,,,,,,,,,,,
9/18/2017,43, ,9,2017,,,,,,,,,,,,,,,,
9/19/2017,56, ,9,2017,,,,,,,,,,,,,,,,
9/20/2017,61, ,9,2017,,,,,,,,,,,,,,,,
9/21/2017,46, ,9,2017,,,,,,,,,,,,,,,,
9/22/2017,68, ,9,2017,,,,,,,,,,,,,,,,
9/23/2017,67, ,9,2017,,,,,,,,,,,,,,,,
9/24/2017,75, ,9,2017,,,,,,,,,,,,,,,,
9/25/2017,79, ,9,2017,,,,,,,,,,,,,,,,
9/26/2017,90, ,9,2017,,,,,,,,,,,,,,,,
9/27/2017,88, ,9,2017,,,,,,,,,,,,,,,,
9/28/2017,101, ,9,2017,,,,,,,,,,,,,,,,
9/29/2017,82, ,9,2017,,,,,,,,,,,,,,,,
9/30/2017,57, ,9,2017,,,,,,,,,,,,,,,,
4/1/2017,133, ,4,2017,,,,,,,,,,,,,,,,
4/2/2017,113, ,4,2017,,,,,,,,,,,,,,,,
4/3/2017,111, ,4,2017,,,,,,,,,,,,,,,,
4/4/2017,128, ,4,2017,,,,,,,,,,,,,,,,
4/5/2017,133, ,4,2017,,,,,,,,,,,,,,,,
4/6/2017,134, ,4,2017,,,,,,,,,,,,,,,,
4/7/2017,130, ,4,2017,,,,,,,,,,,,,,,,
4/8/2017,96, ,4,2017,,,,,,,,,,,,,,,,
4/9/2017,128, ,4,2017,,,,,,,,,,,,,,,,
4/10/2017,147, ,4,2017,,,,,,,,,,,,,,,,
4/11/2017,179, ,4,2017,,,,,,,,,,,,,,,,
4/12/2017,194, ,4,2017,,,,,,,,,,,,,,,,
4/13/2017,213, ,4,2017,,,,,,,,,,,,,,,,
4/14/2017,192, ,4,2017,,,,,,,,,,,,,,,,
4/15/2017,124, ,4,2017,,,,,,,,,,,,,,,,
4/16/2017,150, ,4,2017,,,,,,,,,,,,,,,,
4/17/2017,149, ,4,2017,,,,,,,,,,,,,,,,
4/18/2017,156, ,4,2017,,,,,,,,,,,,,,,,
4/19/2017,170, ,4,2017,,,,,,,,,,,,,,,,
4/20/2017,132, ,4,2017,,,,,,,,,,,,,,,,
4/21/2017,124, ,4,2017,,,,,,,,,,,,,,,,
4/22/2017,117, ,4,2017,,,,,,,,,,,,,,,,
4/23/2017,84, ,4,2017,,,,,,,,,,,,,,,,
4/24/2017,99, ,4,2017,,,,,,,,,,,,,,,,
4/25/2017,121, ,4,2017,,,,,,,,,,,,,,,,
4/26/2017,134, ,4,2017,,,,,,,,,,,,,,,,
4/27/2017,147, ,4,2017,,,,,,,,,,,,,,,,
5/3/2017,144, ,5,2017,,,,,,,,,,,,,,,,
5/4/2017,125, ,5,2017,,,,,,,,,,,,,,,,
5/5/2017,137, ,5,2017,,,,,,,,,,,,,,,,
5/6/2017,157, ,5,2017,,,,,,,,,,,,,,,,
5/7/2017,176, ,5,2017,,,,,,,,,,,,,,,,
5/8/2017,158, ,5,2017,,,,,,,,,,,,,,,,
5/9/2017,91, ,5,2017,,,,,,,,,,,,,,,,
5/10/2017,105, ,5,2017,,,,,,,,,,,,,,,,
5/11/2017,134, ,5,2017,,,,,,,,,,,,,,,,
5/12/2017,115, ,5,2017,,,,,,,,,,,,,,,,
5/13/2017,93, ,5,2017,,,,,,,,,,,,,,,,
5/14/2017,92, ,5,2017,,,,,,,,,,,,,,,,
5/15/2017,93, ,5,2017,,,,,,,,,,,,,,,,
5/16/2017,106, ,5,2017,,,,,,,,,,,,,,,,
5/17/2017,101, ,5,2017,,,,,,,,,,,,,,,,
5/18/2017,104, ,5,2017,,,,,,,,,,,,,,,,
5/19/2017,106, ,5,2017,,,,,,,,,,,,,,,,
5/20/2017,110, ,5,2017,,,,,,,,,,,,,,,,
5/21/2017,115, ,5,2017,,,,,,,,,,,,,,,,
5/22/2017,105, ,5,2017,,,,,,,,,,,,,,,,
5/23/2017,116, ,5,2017,,,,,,,,,,,,,,,,
5/24/2017,129, ,5,2017,,,,,,,,,,,,,,,,
5/25/2017,132, ,5,2017,,,,,,,,,,,,,,,,
5/26/2017,119, ,5,2017,,,,,,,,,,,,,,,,
5/27/2017,79, ,5,2017,,,,,,,,,,,,,,,,
5/28/2017,81, ,5,2017,,,,,,,,,,,,,,,,
5/29/2017,95, ,5,2017,,,,,,,,,,,,,,,,
5/30/2017,103, ,5,2017,,,,,,,,,,,,,,,,
5/31/2017,102, ,5,2017,,,,,,,,,,,,,,,,
6/1/2017,86, ,6,2017,,,,,,,,,,,,,,,,
6/2/2017,94, ,6,2017,,,,,,,,,,,,,,,,
6/3/2017,115, ,6,2017,,,,,,,,,,,,,,,,
6/4/2017,125, ,6,2017,,,,,,,,,,,,,,,,
6/5/2017,131, ,6,2017,,,,,,,,,,,,,,,,
6/6/2017,104, ,6,2017,,,,,,,,,,,,,,,,
6/7/2017,115, ,6,2017,,,,,,,,,,,,,,,,
6/8/2017,114, ,6,2017,,,,,,,,,,,,,,,,
6/9/2017,103, ,6,2017,,,,,,,,,,,,,,,,
6/10/2017,101, ,6,2017,,,,,,,,,,,,,,,,
6/11/2017,100, ,6,2017,,,,,,,,,,,,,,,,
6/12/2017,110, ,6,2017,,,,,,,,,,,,,,,,
6/13/2017,98, ,6,2017,,,,,,,,,,,,,,,,
6/14/2017,139, ,6,2017,,,,,,,,,,,,,,,,
6/15/2017,119, ,6,2017,,,,,,,,,,,,,,,,
6/16/2017,99, ,6,2017,,,,,,,,,,,,,,,,
6/17/2017,86, ,6,2017,,,,,,,,,,,,,,,,
6/18/2017,99, ,6,2017,,,,,,,,,,,,,,,,
6/19/2017,109, ,6,2017,,,,,,,,,,,,,,,,
6/20/2017,102, ,6,2017,,,,,,,,,,,,,,,,
6/21/2017,68, ,6,2017,,,,,,,,,,,,,,,,
6/22/2017,68, ,6,2017,,,,,,,,,,,,,,,,
6/23/2017,78, ,6,2017,,,,,,,,,,,,,,,,
6/24/2017,80, ,6,2017,,,,,,,,,,,,,,,,
6/25/2017,60, ,6,2017,,,,,,,,,,,,,,,,
6/26/2017,59, ,6,2017,,,,,,,,,,,,,,,,
6/27/2017,65, ,6,2017,,,,,,,,,,,,,,,,
6/28/2017,76, ,6,2017,,,,,,,,,,,,,,,,
6/29/2017,44, ,6,2017,,,,,,,,,,,,,,,,
6/30/2017,58, ,6,2017,,,,,,,,,,,,,,,,
3/23/2017,145, ,3,2017,,,,,,,,,,,,,,,,
3/24/2017,149, ,3,2017,,,,,,,,,,,,,,,,
3/25/2017,104, ,3,2017,,,,,,,,,,,,,,,,
3/26/2017,159, ,3,2017,,,,,,,,,,,,,,,,
3/27/2017,158, ,3,2017,,,,,,,,,,,,,,,,
3/28/2017,162, ,3,2017,,,,,,,,,,,,,,,,
3/29/2017,157, ,3,2017,,,,,,,,,,,,,,,,
3/30/2017,144, ,3,2017,,,,,,,,,,,,,,,,
3/31/2017,149, ,3,2017,,,,,,,,,,,,,,,,
10/30/2020, ,27,10,2020,,,,,,,,,,,,,,,,
10/31/2020, ,24,10,2020,,,,,,,,,,,,,,,,
11/1/2020, ,24,11,2020,,,,,,,,,,,,,,,,
1/18/2020, ,44,1,2020,,,,,,,,,,,,,,,,
1/19/2020, ,35,1,2020,,,,,,,,,,,,,,,,
1/20/2020, ,53,1,2020,,,,,,,,,,,,,,,,
3/17/2020, ,21,3,2020,,,,,,,,,,,,,,,,
3/18/2020, ,22,3,2020,,,,,,,,,,,,,,,,
3/19/2020, ,18,3,2020,,,,,,,,,,,,,,,,
10/27/2019, ,64,10,2019,,,,,,,,,,,,,,,,
10/3/2018, ,87,10,2018,,,,,,,,,,,,,,,,
10/4/2018, ,90,10,2018,,,,,,,,,,,,,,,,
10/5/2018, ,87,10,2018,,,,,,,,,,,,,,,,
10/6/2018, ,92,10,2018,,,,,,,,,,,,,,,,
10/7/2018, ,104,10,2018,,,,,,,,,,,,,,,,
10/8/2018, ,87,10,2018,,,,,,,,,,,,,,,,
10/19/2018, ,77,10,2018,,,,,,,,,,,,,,,,
10/20/2018, ,75,10,2018,,,,,,,,,,,,,,,,
10/21/2018, ,91,10,2018,,,,,,,,,,,,,,,,
10/22/2018, ,103,10,2018,,,,,,,,,,,,,,,,
